"To ensure fairness or the appearance of fairness prosecutors, like judges, should be ""insulated from political pressures,"" Mr. Bellinger said, adding that ""as best as possible,"" they themselves should be apolitical.","贝林格说，为确保公平——或表面上的公平——检察官和法官一样，应该""不受政治压力的影响""。他还说，他们自己应该""尽可能地""去政治化。"
"He acknowledged that it was hard for officials to convince the public of their impartiality when they face constant accusations of bias and when they are appointed by elected officeholders or are, themselves, elected.",他承认，当官员们不断被指责有偏见，以及当他们由民选公职人员任命或他们自己就是通过民选上任时，很难让公众相信他们的公正性。
"But those challenges, as difficult as they are, cannot dissuade the justice system from taking on legitimate cases against political leaders, he and other experts said.",但他和其他专家表示，即使面临如此艰巨的挑战，司法系统也应该敢于推进针对政治领导人的合理案件。
"""People will throw potshots at the process any time they're arrested; that is common,"" Mr. Levitsky said. ""But if you rob a bank and I arrest you, and you threaten to throw a hand grenade at the courthouse, the problem is not that I arrested you for robbing a bank.""","""人在被捕的时候总是会对司法程序发起肆意的攻击，这很常见，""莱维茨基说。""但如果你抢了一家银行，我逮捕了你，你威胁要向法院扔手榴弹，那么错不在我因为你抢劫银行而逮捕你。"""
Canada on Wednesday was struggling to fight an extraordinary outbreak of wildfires across the country that sent smoke pouring over the border and forced millions of Canadians and Americans to stay indoors as skies darkened over large portions of both nations.,周三，加拿大正在努力扑灭在全国各地爆发的一场反常的野火，滚滚浓烟越过边境，迫使数以百万计加拿大人和美国人待在室内，两国很大部分地区变得暗无天日。
"Over 400 fires burned in Canada, and blazes this year have already scorched roughly 9.8 million acres of forest more than 10 times the acreage that had burned by this time last year, officials say sending smoke billowing down the east coast of the United States, from New York past Washington, D.C., and as far west as Minnesota.",今年，加拿大发生了400多起火灾，大火已经烧毁了大约3.9万公顷的森林——官员们说，这是去年同期被烧毁森林面积的10倍以上——美国东海岸浓烟滚滚，从纽约经过华盛顿特区，一直向西到明尼苏达州。
"In Canada, a country known for its picturesque landscapes and orderliness, the out-of-control wildfires have stoked national anxiety. They have also stretched firefighting resources in a sprawling and decentralized country where firefighting is managed at the provincial level, and made coordination more difficult at a time when global warming has intensified the wildfire season.",在以风景如画和秩序井然著称的加拿大，失控的野火引发了全国人民的焦虑。在一个庞大而分散的国家，消防工作由省级管理，野火令消防资源紧张，并在全球变暖加剧野火季的情况下，使协调工作变得更加困难。
"In Ottawa, the capital, the feeling of a country under siege was highlighted on Wednesday by the sight of a thick haze hovering over Parliament Hill and over the soaring Gothic Revival building that is part of Canada's Parliament in Ottawa.",周三，在加拿大首都渥太华，浓浓的雾霾笼罩在议会山和加拿大议会大楼高耸的哥特复兴式建筑上空，令人感觉整个国家已被重重包围。
"The effects from the Canadian wildfires stunned the United States. Smoke obscured the New York City skyline on Wednesday, turning the outlines of its skyscrapers into ghostly silhouettes.",加拿大野火还波及到了美国。周三，烟雾笼罩了纽约市的天际线，将摩天大楼的轮廓变成了幽灵般的剪影。
Climate research suggests that heat and drought associated with global warming are major reasons for the increase in bigger and stronger fires in Canada.,气候研究表明，加拿大出现越来越多更大、更猛的火灾主要是因为与全球变暖相关的高温和干旱。
"Canada has the world's largest intact forest ecosystem. Drought and high heat, which many parts of the country have experienced recently, can make trees vulnerable to fire and dry out dead grass, pine needles, and any other material on the bottom of the forest floor that act as kindling when a fire sweeps through a forest.",加拿大拥有世界上最大的完整森林生态系统。该国许多地区最近都经历了干旱和高温，可能使树木更容易起火，并使枯草、松针和森林地面底部的任何其他物质更干燥，它们在火灾席卷森林时会起到引火作用。
"Wildfire experts see the signs of climate change in the dryness, intense heat and longer fire season that have made these fires more extreme.",野火专家从干燥、酷热和更长的火季中看到了气候变化的迹象，这使得这些火灾更加极端。
"Across a swath of North America, commuters slipped on Covid masks to walk the streets, schools canceled field trips and some closed, flights were canceled and officials urged millions of people to stay indoors as smoke blotted out the sun.",在北美的大片地区，随着阳光被烟雾所遮挡，通勤者戴着口罩走在街上，学校取消了野外教学项目，一些学校关闭了，航班被取消，官员们敦促数以百万计的人待在室内。
"In Canada, the wildfires have exerted a heavy human toll, including displacing tens of thousands of people. The level of unpredictability caused by the blazes is so high that provincial wildfire authorities in British Columbia have warned local residents to have a go-bag at the ready, along with an evacuation plan.",在加拿大，野火造成了严重的人员伤亡，包括令数万人流离失所。大火造成的不可预测性非常高，因此不列颠哥伦比亚省负责管理野火的有关部门警告当地居民准备好应急行李，并制定撤离计划。
"Millions of Canadians in Ottawa, Toronto and Montreal woke up Wednesday to a haze of smoke over large sections of their cities, as wildfires expanded to places that had previously felt largely immune to fires blazing in faraway provinces.",周三，渥太华、多伦多和蒙特利尔的数以百万加拿大人醒来发现，他们所在城市的大部分地区都笼罩在烟雾中。野火蔓延到一些此前被认为基本不会受到大火影响的偏远省份。
"Prime Minister Justin Trudeau of Canada said that hundreds of soldiers had been deployed across the country to help with firefighting efforts. ""Unfortunately over the past years, we've seen extreme weather events increase in their intensity and their impact on Canadians as well as on their cost to families, to provinces and to the federal budget,"" Mr. Trudeau said.","加拿大总理贾斯汀·特鲁多表示，已经在全国各地部署了数百名士兵协助灭火工作。""不幸的是，在过去几年里，我们看到极端天气事件的强度在增加，对加拿大人的影响也在增加，给家庭、各省和联邦预算造成的损失也在增加，""特鲁多说。"
"An apocalyptic haze in shades of beige thickened over northeastern U.S. cities throughout the day on Wednesday, drawing out anxieties about climate change from everyday New Yorkers and health warnings from Gov. Kathy Hochul of New York and Mayor Eric Adams of New York City.",周三全天，美国东北部城市笼罩在深浅不一的微黄色阴霾中，如同末日一般，引发了纽约百姓对气候变化的担忧，纽约州州长凯西·霍格尔和纽约市市长埃里克·亚当斯发出了健康警告。
"In the cities most affected, including Buffalo and Binghamton in upstate New York, thick clouds of orange plunged the area into unusually cold temperatures, as conditions worsened across the northeast. Schools in New York City and Washington, D.C., canceled outdoor activities for the day, zoos in New York closed early out of concern for the animals, and Philadelphia warned residents to stay inside.",在受影响最严重的城市，包括纽约州北部的布法罗和宾厄姆顿，厚厚的橙色云层使该地区出现反常的低温，整个东北地区的情况也在恶化。纽约市和华盛顿的学校取消了当天的户外活动，纽约的动物园为保护动物提前关闭，费城警告居民留在室内。
"The smoke and poor air quality also led to the cancellation of various cultural performances and sporting events, including a Yankees game in the Bronx and a Phillies game in Philadelphia. As smoke seeped into theaters in New York City, alarming both ticket holders and performers, the Broadway production of ""Hamilton"" and a Free Shakespeare in the Park production of ""Hamlet"" both canceled performances.","烟雾和糟糕的空气质量还导致各种文化表演和体育赛事被取消，包括在布朗克斯的洋基队和费城的费城人队的比赛。随着烟雾渗入纽约市的剧院，观众和表演者都感到恐慌，百老汇的《汉密尔顿》和""公园里的免费莎士比亚""的《哈姆雷特》都取消了演出。"
"""People are scared to come out in this smoke,"" said Remy Hernandez, 40, a Bronx resident who delivers food orders for Uber Eats and DoorDash. ""To me it looks like the world is ending.""","""人们不敢冒着浓烟出来，""40岁的布朗克斯居民、为Uber Eats和DoorDash送外卖的雷米·埃尔南德斯说。""我觉得就像是世界末日。"""
"The hazy conditions in New York are likely to continue on Thursday and Friday, and could linger over the weekend, according to Basil Seggos, the commissioner of the New York State Department of Environmental Conservation. On Wednesday, he told reporters that clearing the skies would take an act of God. ""We'll pray for rains up north and for winds to shift,"" he said.","纽约州环境保护部部长巴兹尔·塞戈斯表示，纽约的雾霾状况可能会在周四和周五持续，并可能持续到周末。周三，他告诉记者，清理天空需要上帝的行动。他说:""我们将祈祷北方下雨，祈求风向转变。"""
Much of New York State was under an air quality health advisory alert that was to remain in effect until Wednesday night.,纽约州大部分地区都处于空气质量健康预警状态，该警报将持续到周三晚上。
"By Wednesday afternoon, the air quality index in the broader New York City region surpassed 400, the worst since the Environmental Protection Agency began recording air quality measurements in 1999.",截至周三下午，纽约市整个地区的空气质量指数超过了400，这是美国环境保护局自1999年开始记录空气质量数据以来的最差水平。
"Such a reading indicates that the air is unhealthy for all people, not just the vulnerable, and is somewhat typical in smoggy megacities like Jakarta or New Delhi. But it is unusual for New York City, where decades of state and federal laws have helped reduce emissions and clear the air, especially in middle- and upper-class neighborhoods.",这样的读数表明，空气对所有人都是不健康的，而不仅仅是弱势群体。这在雅加达或新德里等雾霾大城市是很典型的情况，但对纽约市来说是不寻常的，几十年来，纽约的州和联邦法律一直在促进减少排放和净化空气，尤其是在中上层社区。
"The scope and scale of the wildfires in Canada have underscored the challenges of fighting fires in a vast country. Wildfire emergency response management is handled by each of the 10 provinces and three territories in Canada, but hundreds of blazes across the country have stretched local resources thin, and renewed calls for a national firefighting service.",加拿大野火的范围和规模凸显了在一个幅员辽阔的国家扑灭火灾的挑战。野火应急管理应由加拿大的十个省和三个地区各自负责，但全国各地数以百计的大火已经使当地资源捉襟见肘，令人们再次呼吁建立国家消防服务。
"""It is rare to see this much wildfire nationally across Canada, all at the same time,"" said Rob Schweitzer, executive director, of BC Wildfire Services in British Columbia. ""In the past provinces have been able to share resources but now that is under strain given the amount of fire on the landscape.""","""在加拿大全国范围内同时看到这么多的野火是很罕见的，""不列颠哥伦比亚省BC野火服务机构的执行董事罗布·施韦策说。""在过去，各省能够共享资源，但现在，考虑到大火的数量，这种共享面临压力。"""
"Richard Cannings, a member of parliament with the New Democratic Party, said wildfire activity had made it imperative to keep a national stockpile of equipment, such as a squadron of water bombers, that could quickly be deployed.",新民主党议员理查德·坎宁斯说，野火频发之下，应尽快建立国家装备储备，包括筹建一支灭火飞机队，可以随时部署到灾区。
"Speaking with reporters on Wednesday, Mr. Trudeau did not address the call for a national firefighting service, but said that his government was considering creating a federal disaster response organization. ""We need to continue to make sure we are doing everything possible to both keep Canadians safe when these extreme weather events hit, but also make sure we're doing everything we can to predict, protect and act ahead of more of these events coming.""","周三接受记者采访时，特鲁多没有就建立国家消防部门的呼吁做出回应，但是他说，他的政府在考虑成立一个联邦灾害反应机构。""我们需要继续确保在极端天气来临时，尽一切可能保障加拿大人民的安全，同时也要确保尽一切可能在此类灾害发生前做出预判、保护和反应。"""
"Firefighters from the United States, South Africa, France, Australia and New Zealand, along with members of the Canadian Armed Forces, were supporting overwhelmed local fire crews.",来自美国、南非、法国、澳大利亚和新西兰的消防员以及加拿大武装部队人员正在支援不堪重负的地方消防队。
"Over the past few weeks, wildfires in Canada have stretched nearly 2,900 miles from British Columbia on the west coast to Nova Scotia in the east, convulsing the country, causing fears about lost livelihoods, burning down properties and endangering health.",过去几周里，从西海岸的不列颠哥伦比亚到东部的新斯科舍，加拿大野火已经席卷了将近4700公里，令举国震动，人们担心因此失去生计、房产被毁乃至危及身体健康。
"Health authorities have warned that fire smoke could cause symptoms ranging from sore and watery eyes to coughing, dizziness, chest pains and heart palpitations. Some health officials have advised residents to wear protective masks, conjuring bad memories of pandemic times.",卫生部门警告，烟雾可能导致从眼部刺痛、流泪到咳嗽、眩晕、胸痛和心悸等许多症状。一些卫生官员建议居民佩戴保护性口罩，从而激起大流行时代的痛苦回忆。
"Ms. Hochul, of New York, said the state was releasing 1 million N-95 masks from its stockpile to be given out at public places like parks and subway stations.",纽约州的霍格尔称，州府将从储备中拿出100万只N-95口罩，在公园、地铁站等公共场所发放。
"Meteorologists said they expected the plume of smoke buffeting Toronto, the country's largest city and its financial capital, to worsen on Thursday because of winds, and Environment Canada warned residents to brace for worsening air quality.",气象学家估计，由于风势影响，目前吞没了加拿大最大城市和金融中心多伦多的烟雾到周四还会恶化，加拿大环境部提醒居民为更糟糕的空气做好准备。
"In Ottawa, the Ottawa Redblacks, the city's Canadian Football League team, switched from outdoor to indoor practice. And in Toronto, the Blue Jays announced that they would close their domed stadiums for a game against the Houston Astros Wednesday night.",在渥太华，该市的全加足联球队渥太华红黑队已经改在室内训练。在多伦多，蓝鸟队宣布周三晚对阵休斯顿太空人队的比赛期间将关闭球场顶棚。
"The wildfires were also hurting businesses, with many mining companies suspending operations in Quebec.",野火还在造成商业损失，许多矿业公司停止了在魁北克的运营。
"The wildfires have rattled British Columbia and Alberta, an oil and gas producing province, for weeks. Roughly 29,000 people were evacuated from Alberta, a number that had fallen on Wednesday to 3,900. On the east coast of Canada, in Halifax, Nova Scotia, a wildfire late last month forced the evacuation of more than 16,000 people.",几周来，野火让石油天然气大省不列颠哥伦比亚和艾伯塔陷入不安。艾伯塔疏散了大约2.9万人，到周三降到了3900人。在加拿大东海岸新斯科舍省的哈利法克斯，上月底的一场野火迫使超过1.6万人撤离。
"In Ottawa on Wednesday, Bogdan Wozniak, 72, a distraught hot-dog stand vendor, said his business had always been weather dependent, but smoke or fire were other-level challenges. ""For smoke you cannot be prepared,"" he said. ""You have the mask,"" he said. ""That's all.""","周三在渥太华，72岁的热狗摊主博格丹·沃兹尼亚克忧心忡忡地说，他的生意向来很受天气的影响，但那跟野火带来的挑战一比就不算什么了。""烟雾要来，没什么可准备的，""他说。""顶多也就是戴个口罩。"""
"""I'll be lucky if I break even today,"" he added.","""今天能回本就很不错了，""他接着说。"
"After ""Glory to Hong Kong"" emerged as the unofficial anthem of pro-democracy demonstrators in 2019, the government of Hong Kong has tried to stifle its use. It has banned the song from schools. When it was played in error last year instead of the Chinese national anthem at a rugby match in South Korea, the Hong Kong government demanded an investigation.",《愿荣光归香港》在2019年的民主抗议活动中成为示威者的非官方国歌后，香港政府一直试图将其禁止。当局已在学校将其列为禁歌。韩国去年举行亚洲七人橄榄球赛时错误地演奏这首歌而不是中国国歌之后，香港政府曾要求进行调查。
"This week the authorities asked a court to ban the public performance and online dissemination of ""Glory to Hong Kong."" The move could ensnare U.S. technology companies like Google and set up the first legal test of how much control the Hong Kong government can wield over online content.",本周，当局向法庭申请禁止公开表演、在网上传播《愿荣光归香港》。 这个做法可能会使谷歌等美国科技公司陷入困境，这也是香港政府对网络内容控制能力的首次法庭检验。
"Hong Kong is seeking to prohibit the distribution or reproduction of the song ""in any way,"" including adaptations of its ""melody or lyrics,"" the government said in a statement on Tuesday. It said that the song had been used to ""insult"" the Chinese national anthem, ""The March of the Volunteers,"" causing ""serious damage to the country"" and to Hong Kong. A date for the court to hear the request has not been set.","香港政府在周二的新闻公报中称，正在寻求禁止""以任何方式""发布或复制这首歌，包括""有关歌曲的改编本""。当局称，这首歌对中国国歌《义勇军进行曲》""造成侮辱，对国家和特区造成严重损害""。法庭听取申请的日期尚未确定。"
The Hong Kong authorities had previously criticized Google for displaying the protest song under search results for Hong Kong's national anthem.,"香港当局此前曾批评谷歌，在其平台上搜索""香港国歌""时，得到的结果包括这首抗议歌曲。"
"""We've already sent a request to Google to pin the correct national anthem but, regrettably, Google refused,"" said Chris Tang, the Hong Kong security secretary, at a news conference in December. ""I find this explanation unthinkable and the Hong Kong people will not tolerate it.""","""我们已向谷歌提出要求，将国歌正确置顶，可惜被谷歌拒绝，""香港保安局局长邓炳强在去年12月的记者会上说。""我相信这个说法匪夷所思，香港人不会接受。"""
"The government's request for a court injunction against the protest song, made on Monday, is the latest attempt by Hong Kong to root out the remaining vestiges of political dissent in the city, a former British colony that once enjoyed more political autonomy. Under China's president, Xi Jinping, Hong Kong has undergone a stark shift from its days as a prosperous hub for foreign businesses to a frontier in Beijing's campaign to safeguard national security.",政府在本周一向法庭申请了禁止播放或传播这首抗议歌曲的禁制令，这是当局为根除香港残留的政治异见所采取的最新尝试，香港曾是英国殖民地，有过更多的政治自治权。在中国国家主席习近平领导下，香港已发生了巨大的变化，从以前对外国企业友好的繁荣中心，变成了中国政府维护国家安全运动的前沿阵地。
"Last week, an annual vigil held on the anniversary of the 1989 pro-democracy protests in Tiananmen Square in Beijing was shut down by officers, who arrested and detained protesters and suspected mourners.","上周，香港警方叫停每年为纪念1989年北京天安门广场民主运动举行的""六四""守夜活动，逮捕并拘留了抗议者和疑似悼念者。"
"In applying for the court injunction against the Hong Kong protest anthem, the government cites its national security law, which was enacted in 2020 and gave Beijing sweeping powers to crack down on what it deemed to be political crimes, including separatism and collusion.",香港政府向法院申请针对抗议歌曲的禁制令时，引用了2020年颁布的《香港国安法》，该法赋予中国政府广泛权力，来打击它认为的政治犯罪，包括分裂国家、勾结外国势力在内。
"If granted, a court injunction would likely make moderating content in Hong Kong more complicated and expensive for U.S. tech companies, said George Chen, managing director for the consulting firm The Asia Group and former head of public policy for Greater China at Meta. He said the government's decision to use the courts was ""opening the flood gates.""","如果申请得到批准，禁制令可能会使在香港运营的美国科技企业审核网上内容变得更复杂、成本也更高，咨询公司亚洲集团董事总经理、曾任Meta大中华区公共政策负责人的陈澍说。他称政府利用法庭的决定是""在打开闸门""。"
"""Glory to Hong Kong"" can be found in Hong Kong on such platforms as Meta's Facebook, Twitter and YouTube, which is owned by Google's parent company, Alphabet.",在香港搜索《愿荣光归香港》时，用户在Meta的Facebook、Twitter，以及谷歌母公司Alphabet旗下的YouTube等平台上都能找到结果。
"According to Ming Pao, a centrist Chinese-language newspaper, the court application cited 32 links on YouTube related to the song.",据中间派中文报纸《明报》报道，政府提交给法庭的申请提到了YouTube上与这首歌有关的32个链接。
Google and Meta declined to comment. Twitter did not respond to requests for comment.,谷歌和Meta拒绝为本文置评。Twitter没有回应置评请求。
"U.S. technology companies typically follow the rules of the countries and regions where they operate and, at times, remove content. The potential scope of an injunction in Hong Kong was not clear. Critics say the national security law was written with the intent of policing conduct even outside of Hong Kong.",美国科技企业通常遵守其运营所在国家和地区的法律法规，有时会删除内容。香港禁制令可能的适用范围目前不清楚。批评人士说，《香港国安法》的制定是以监管香港以外的行为为目的的。
"""Anyone in the world can violate the Hong Kong national security law,"" said Lokman Tsui, former head of free expression for Asia Pacific at Google. ""The question is whether this injunction is similar in scope.""","""世界任何地方的人都能违反《香港国安法》，""曾任谷歌亚太地区言论自由部门负责人的徐洛文说。""问题是这项禁制令的适用范围上是否与国安法相似。"""
"Refusal to comply with a decision by a Hong Kong court could endanger a company's staff and business in the region, Mr. Tsui added.",拒绝遵守香港法院的裁决会危及公司在该地区的员工和业务，徐洛文补充说。
"For now, the efforts to suppress the song appear to have driven a wave of interest in it: On Wednesday, eight different versions of ""Glory to Hong Kong"" topped the singles charts of iTunes in Hong Kong.",就目前而言，压制这首抗议歌曲的努力似乎引发了人们对它的兴趣:八个不同版本的《愿荣光归香港》在香港的iTunes单曲榜上名列前茅。
"For years, even as China has been largely closed off to foreign internet companies, Hong Kong remained an exceptiona hub where foreign businesses could operate relatively free of the censorship controls they would face on the mainland.",多年来，尽管中国在很大程度上屏蔽了外国互联网公司的网站，但香港仍是例外——外国企业可以在这里相对自由地运营，不受他们在大陆面临的那些审查控制。
"The escalation of the Hong Kong government's efforts to proscribe speech could further damage the city's image as a financial and economic center for China and Asia, said Willy Lam, a senior fellow at Jamestown Foundation, a think tank in Washington. ""We've already seen many multinational businesses move their personnel to Singapore and other places, now there will be less multinationals choosing to base themselves in Hong Kong.""","香港政府升级限制言论的努力可能会进一步损害香港作为中国、乃至亚洲金融和经济中心的形象，华盛顿智库詹姆斯敦基金会高级研究员林和立说。 ""我们已经看到很多跨国企业将人员转移到新加坡和其他地方，现在选择落户香港的跨国公司将越来越少。"""
"""This is another nail in the coffin for Hong Kong,"" he added.","""这是导致香港失败的又一个做法，""他补充说。"
"For decades, Hong Kong was the only place in China where the victims of the 1989 military crackdown on pro-democracy activists at Tiananmen Square in Beijing could be publicly mourned in a candlelight vigil. This year, Hong Kong is notable for all the ways it is being made to forget the 1989 massacre.","数十年来，香港曾是中国唯一能公开纪念""六四""的地方，人们用烛光守夜悼念1989年北京天安门广场民主运动中被军队镇压的罹难者。今年，香港以各种方式让人民忘记1989年大屠杀的做法引人注目。"
